release_reference_id,release_project_reference,datacenter_reference,tag_device_id,release_reference_type,latitude,longitude,time,expected_enddate,manufacturer,tag_model,tag_serial_number,tag_coding_system,transmitted_id
,,,,,degrees_north,degrees_east,UTC,UTC,,,,,
WRS-29653,WRS,OTN-Global,A69-1303-29653,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087425,A69-1303,29653
WRS-29652,WRS,OTN-Global,A69-1303-29652,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087424,A69-1303,29652
WRS-29651,WRS,OTN-Global,A69-1303-29651,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087423,A69-1303,29651
WRS-29650,WRS,OTN-Global,A69-1303-29650,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087422,A69-1303,29650
WRS-29649,WRS,OTN-Global,A69-1303-29649,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087421,A69-1303,29649
WRS-29648,WRS,OTN-Global,A69-1303-29648,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087420,A69-1303,29648
WRS-29647,WRS,OTN-Global,A69-1303-29647,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087419,A69-1303,29647
WRS-29646,WRS,OTN-Global,A69-1303-29646,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087418,A69-1303,29646
WRS-37044,WRS,OTN-Global,A69-1303-37044,ANIMAL,45.27966,-62.40404,2010-05-08T18:00:00Z,2010-10-12T18:00:00Z,VEMCO,V9-1L,1092304,A69-1303,37044
WRS-37043,WRS,OTN-Global,A69-1303-37043,ANIMAL,45.27966,-62.40404,2010-05-10T18:00:00Z,2010-10-14T18:00:00Z,VEMCO,V9-1L,1092303,A69-1303,37043
WRS-37042,WRS,OTN-Global,A69-1303-37042,ANIMAL,45.20477,-62.00862,2010-05-13T18:00:00Z,2010-10-17T18:00:00Z,VEMCO,V9-1L,1092302,A69-1303,37042
WRS-37041,WRS,OTN-Global,A69-1303-37041,ANIMAL,45.20477,-62.00862,2010-05-13T18:00:00Z,2010-10-17T18:00:00Z,VEMCO,V9-1L,1092301,A69-1303,37041
WRS-37040,WRS,OTN-Global,A69-1303-37040,ANIMAL,45.20477,-62.00862,2010-05-13T18:00:00Z,2010-10-17T18:00:00Z,VEMCO,V9-1L,1092300,A69-1303,37040
WRS-10555,WRS,OTN-Global,10555,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050428,A69-1303,10555
WRS-10554,WRS,OTN-Global,10554,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050427,A69-1303,10554
WRS-10553,WRS,OTN-Global,10553,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050426,A69-1303,10553
WRS-10552,WRS,OTN-Global,10552,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050425,A69-1303,10552
WRS-10551,WRS,OTN-Global,10551,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050424,A69-1303,10551
WRS-10550,WRS,OTN-Global,10550,ANIMAL,44.95838,-62.61541,2008-05-17T06:40:00Z,2008-10-21T06:40:00Z,VEMCO,V9-1L,1050423,A69-1303,10550
WRS-29645,WRS,OTN-Global,A69-1303-29645,ANIMAL,44.53123,-64.69637,2010-04-22T18:00:00Z,2010-09-26T18:00:00Z,VEMCO,V9-1L,1087417,A69-1303,29645
WRS-29644,WRS,OTN-Global,A69-1303-29644,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087416,A69-1303,29644
WRS-29643,WRS,OTN-Global,A69-1303-29643,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087415,A69-1303,29643
WRS-29642,WRS,OTN-Global,A69-1303-29642,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087414,A69-1303,29642
WRS-29641,WRS,OTN-Global,A69-1303-29641,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087413,A69-1303,29641
WRS-29640,WRS,OTN-Global,A69-1303-29640,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087412,A69-1303,29640
WRS-29639,WRS,OTN-Global,A69-1303-29639,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087411,A69-1303,29639
WRS-29638,WRS,OTN-Global,A69-1303-29638,ANIMAL,44.53123,-64.69637,2010-05-01T22:00:00Z,2010-10-05T22:00:00Z,VEMCO,V9-1L,1087410,A69-1303,29638
WRS-29637,WRS,OTN-Global,A69-1303-29637,ANIMAL,44.53123,-64.69637,2010-05-01T19:00:00Z,2010-10-05T19:00:00Z,VEMCO,V9-1L,1087409,A69-1303,29637
WRS-1073422,WRS,OTN-Global,A69-1303-58648,ANIMAL,44.95848,-62.61754,2009-04-30T15:00:00Z,2009-11-09T16:00:00Z,VEMCO,V9-6L,1073422,A69-1303,58648
WRS-1073421,WRS,OTN-Global,A69-1303-58647,ANIMAL,44.95848,-62.61754,2009-04-30T15:00:00Z,2009-11-09T16:00:00Z,VEMCO,V9-6L,1073421,A69-1303,58647
WRS-1073420,WRS,OTN-Global,A69-1303-58646,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073420,A69-1303,58646
WRS-1073419,WRS,OTN-Global,A69-1303-58645,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073419,A69-1303,58645
WRS-1073418,WRS,OTN-Global,A69-1303-58644,ANIMAL,44.95848,-62.61754,2009-05-03T12:00:00Z,2009-11-12T13:00:00Z,VEMCO,V9-6L,1073418,A69-1303,58644
WRS-1073417,WRS,OTN-Global,A69-1303-58643,ANIMAL,44.95848,-62.61754,2009-05-03T12:00:00Z,2009-11-12T13:00:00Z,VEMCO,V9-6L,1073417,A69-1303,58643
WRS-1073416,WRS,OTN-Global,A69-1303-58642,ANIMAL,44.95848,-62.61754,2009-05-03T12:00:00Z,2009-11-12T13:00:00Z,VEMCO,V9-6L,1073416,A69-1303,58642
WRS-1073415,WRS,OTN-Global,A69-1303-58641,ANIMAL,44.95848,-62.61754,2009-05-03T12:00:00Z,2009-11-12T13:00:00Z,VEMCO,V9-6L,1073415,A69-1303,58641
WRS-1073414,WRS,OTN-Global,A69-1303-58640,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073414,A69-1303,58640
WRS-1073413,WRS,OTN-Global,A69-1303-58639,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073413,A69-1303,58639
WRS-1073412,WRS,OTN-Global,A69-1303-58638,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073412,A69-1303,58638
WRS-1073411,WRS,OTN-Global,A69-1303-58637,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073411,A69-1303,58637
WRS-1073410,WRS,OTN-Global,A69-1303-58636,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073410,A69-1303,58636
WRS-1073409,WRS,OTN-Global,A69-1303-58635,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073409,A69-1303,58635
WRS-1073408,WRS,OTN-Global,A69-1303-58634,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073408,A69-1303,58634
WRS-1073407,WRS,OTN-Global,A69-1303-58633,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073407,A69-1303,58633
WRS-1073406,WRS,OTN-Global,A69-1303-58632,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073406,A69-1303,58632
WRS-1073405,WRS,OTN-Global,A69-1303-58631,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073405,A69-1303,58631
WRS-1073404,WRS,OTN-Global,A69-1303-58630,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073404,A69-1303,58630
WRS-1073403,WRS,OTN-Global,A69-1303-58629,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073403,A69-1303,58629
WRS-1073402,WRS,OTN-Global,A69-1303-58628,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073402,A69-1303,58628
WRS-1073401,WRS,OTN-Global,A69-1303-58627,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073401,A69-1303,58627
WRS-1073400,WRS,OTN-Global,A69-1303-58626,ANIMAL,44.95848,-62.61754,2009-05-06T12:00:00Z,2009-11-15T13:00:00Z,VEMCO,V9-6L,1073400,A69-1303,58626
WRS-1073399,WRS,OTN-Global,A69-1303-58625,ANIMAL,44.95848,-62.61754,2009-05-12T12:00:00Z,2009-11-21T13:00:00Z,VEMCO,V9-6L,1073399,A69-1303,58625
WRS-1073398,WRS,OTN-Global,A69-1303-58624,ANIMAL,44.95848,-62.61754,2009-05-12T12:00:00Z,2009-11-21T13:00:00Z,VEMCO,V9-6L,1073398,A69-1303,58624
WRS-1073397,WRS,OTN-Global,A69-1303-58623,ANIMAL,44.95848,-62.61754,2009-05-12T12:00:00Z,2009-11-21T13:00:00Z,VEMCO,V9-6L,1073397,A69-1303,58623
NSBS-Eva,NSBS,OTN-Global,A69-9001-26651,ANIMAL,44.209163,-63.27934,2013-07-13T03:00:00Z,2019-07-29T03:00:00Z,VEMCO,V16-6X,1166129,A69-9001,26651
NSBS-Percy,NSBS,OTN-Global,A69-9001-26652,ANIMAL,44.20216,-63.24593,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166130,A69-9001,26652
NSBS-Riley,NSBS,OTN-Global,A69-9001-26653,ANIMAL,44.21458,-63.23736,2013-07-13T03:00:00Z,2019-07-29T03:00:00Z,VEMCO,V16-6X,1166131,A69-9001,26653
NSBS-Meeko,NSBS,OTN-Global,A69-9001-26654,ANIMAL,44.20345,-63.25824,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166132,A69-9001,26654
NSBS-Sophie,NSBS,OTN-Global,A69-9001-26655,ANIMAL,44.21245,-63.227145,2013-07-23T03:00:00Z,2019-08-08T03:00:00Z,VEMCO,V16-6X,1166133,A69-9001,26655
NSBS-Brandy,NSBS,OTN-Global,A69-9001-26656,ANIMAL,44.20226,-63.24866,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166134,A69-9001,26656
FRO-T25,FRO,OTN-Global,A69-1105-110,ANIMAL,63.59798,-68.79177,2008-07-25T03:00:00Z,2011-05-21T03:00:00Z,VEMCO,V13TP-1L,1058716,A69-1105,110
NSBS-Lucy,NSBS,OTN-Global,A69-9001-26657,ANIMAL,44.17844,-63.23646,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166135,A69-9001,26657
NSBS-Xena,NSBS,OTN-Global,A69-9001-26658,ANIMAL,44.20221,-63.23848,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166136,A69-9001,26658
NSBS-Leia,NSBS,OTN-Global,A69-9001-26659,ANIMAL,44.18082,-63.22768,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166137,A69-9001,26659
NSBS-Hayley,NSBS,OTN-Global,A69-9001-26660,ANIMAL,44.18111,-63.22008,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166138,A69-9001,26660
NSBS-Blueberry,NSBS,OTN-Global,A69-9001-26661,ANIMAL,44.17669,-63.23979,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166139,A69-9001,26661
NSBS-Finnigan,NSBS,OTN-Global,A69-9001-26662,ANIMAL,44.18141,-63.22412,2013-08-01T03:00:00Z,2019-08-17T03:00:00Z,VEMCO,V16-6X,1166140,A69-9001,26662
NSBS-Wryley,NSBS,OTN-Global,A69-9001-26663,ANIMAL,44.17254,-63.23924,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166141,A69-9001,26663
NSBS-Brianna,NSBS,OTN-Global,A69-9001-26664,ANIMAL,44.21387,-63.24617,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166142,A69-9001,26664
NSBS-Tika,NSBS,OTN-Global,A69-9001-26665,ANIMAL,44.20386,-63.24852,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166143,A69-9001,26665
NSBS-Janina,NSBS,OTN-Global,A69-9001-26666,ANIMAL,44.22348,-63.24687,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166144,A69-9001,26666
NSBS-Lola,NSBS,OTN-Global,A69-9001-26667,ANIMAL,44.201745,-63.219623,2013-07-23T03:00:00Z,2019-08-08T03:00:00Z,VEMCO,V16-6X,1166145,A69-9001,26667
NSBS-Alyssa,NSBS,OTN-Global,A69-9001-26668,ANIMAL,44.21659,-63.23805,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166146,A69-9001,26668
NSBS-Ophelia,NSBS,OTN-Global,A69-9001-26669,ANIMAL,44.20432,-63.2672,2013-08-02T03:00:00Z,2019-08-18T03:00:00Z,VEMCO,V16-6X,1166147,A69-9001,26669
NSBS-Skylar,NSBS,OTN-Global,A69-9001-26670,ANIMAL,44.21658,-63.23802,2013-07-31T03:00:00Z,2019-08-16T03:00:00Z,VEMCO,V16-6X,1166148,A69-9001,26670
NSBS-Blue Rodeo (Rick Mercer),NSBS,OTN-Global,A69-9001-24410,ANIMAL,44.21,-63.20071,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195894,A69-9001,24410
NSBS-Keesh,NSBS,OTN-Global,A69-9001-24409,ANIMAL,44.19939,-63.24085,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195893,A69-9001,24409
NSBS-Tiny Turner,NSBS,OTN-Global,A69-9001-24408,ANIMAL,44.22003,-63.20159,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195892,A69-9001,24408
NSBS-Tail Slap,NSBS,OTN-Global,A69-9001-24407,ANIMAL,44.19939,-63.2472,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195891,A69-9001,24407
NSBS-Hey Jude,NSBS,OTN-Global,A69-9001-24406,ANIMAL,44.2144,-63.2022,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195890,A69-9001,24406
NSBS-Suzy Q,NSBS,OTN-Global,A69-9001-24404,ANIMAL,44.2179,-63.1989,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195888,A69-9001,24404
NSBS-Betty,NSBS,OTN-Global,A69-9001-24403,ANIMAL,44.21721,-63.20468,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195887,A69-9001,24403
NSBS-Bonkers,NSBS,OTN-Global,A69-9001-24402,ANIMAL,44.21355,-63.21137,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195886,A69-9001,24402
NSBS-Brendal,NSBS,OTN-Global,A69-9001-24401,ANIMAL,44.22905,-63.17156,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195885,A69-9001,24401
NSBS-Lucy-14,NSBS,OTN-Global,A69-9001-24398,ANIMAL,44.21009,-63.21849,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195882,A69-9001,24398
NSBS-Finnigan-14,NSBS,OTN-Global,A69-9001-24396,ANIMAL,44.2051,-63.22421,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195880,A69-9001,24396
NSBS-Big Momma,NSBS,OTN-Global,A69-9001-24400,ANIMAL,44.21061,-63.21628,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195884,A69-9001,24400
NSBS-Calypso,NSBS,OTN-Global,A69-9001-24399,ANIMAL,44.22631,-63.18673,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195883,A69-9001,24399
NSBS-Katelyn,NSBS,OTN-Global,A69-9001-24405,ANIMAL,44.21566,-63.20911,2014-08-23T03:00:00Z,2024-08-20T03:00:00Z,VEMCO,V16-6X,1195889,A69-9001,24405
NSBS-Hooker,NSBS,OTN-Global,A69-9001-24395,ANIMAL,44.21264,-63.20846,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195879,A69-9001,24395
NSBS-Casey,NSBS,OTN-Global,A69-9001-24394,ANIMAL,44.20827,-63.21504,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195878,A69-9001,24394
NSBS-Helga,NSBS,OTN-Global,A69-9001-24393,ANIMAL,44.22207,-63.20322,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195877,A69-9001,24393
NSBS-Nikki,NSBS,OTN-Global,A69-9001-24392,ANIMAL,44.31164,-63.20907,2014-08-25T03:00:00Z,2024-08-22T03:00:00Z,VEMCO,V16-6X,1195876,A69-9001,24392
NSBS-Alison,NSBS,OTN-Global,A69-9001-24391,ANIMAL,44.22511,-63.18984,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195875,A69-9001,24391
NSBS-LILY,NSBS,OTN-Global,152092,ANIMAL,44.20176,-63.20657,2015-08-16T03:00:00Z,2016-08-15T03:00:00Z,Wildlife Computers,MiniPAT,15P0153,152092,152092
NSBS-MATTEA,NSBS,OTN-Global,152091,ANIMAL,44.20157,-63.21005,2015-08-16T03:00:00Z,2016-08-15T03:00:00Z,Wildlife Computers,MiniPAT,15P0144,152091,152091
NSBS-ALICE,NSBS,OTN-Global,152093,ANIMAL,44.20133,-63.21326,2015-08-16T03:00:00Z,2016-08-15T03:00:00Z,Wildlife Computers,MiniPAT,15P0155,152093,152093
NSBS-PEYTON,NSBS,OTN-Global,A69-9002-11550,ANIMAL,44.26362,-63.00764,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221685,A69-9002,11550
NSBS-KRISTINA,NSBS,OTN-Global,A69-9002-11533,ANIMAL,44.20681,-63.20366,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221676,A69-9002,11533
NSBS-KRISTINA,NSBS,OTN-Global,A69-9002-11532,ANIMAL,44.20681,-63.20366,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221676,A69-9002,11532
NSBS-GRIFFIN,NSBS,OTN-Global,A69-9002-11529,ANIMAL,44.20586,-63.20376,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221674,A69-9002,11529
NSBS-GRIFFIN,NSBS,OTN-Global,A69-9002-11528,ANIMAL,44.20586,-63.20376,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221674,A69-9002,11528
NSBS-TRACEY,NSBS,OTN-Global,A69-9002-11535,ANIMAL,44.20287,-63.2047,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221677,A69-9002,11535
NSBS-TRACEY,NSBS,OTN-Global,A69-9002-11534,ANIMAL,44.20287,-63.2047,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221677,A69-9002,11534
NSBS-HUGH,NSBS,OTN-Global,A69-9002-11545,ANIMAL,44.20236,-63.20353,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221682,A69-9002,11545
NSBS-HUGH,NSBS,OTN-Global,A69-9002-11544,ANIMAL,44.20236,-63.20353,2015-08-16T03:00:00Z,2025-08-13T03:00:00Z,VEMCO,V16TP-6X,1221682,A69-9002,11544
NSBS-SARAH,NSBS,OTN-Global,A69-9002-11537,ANIMAL,44.25905,-62.5947,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221678,A69-9002,11537
NSBS-SARAH,NSBS,OTN-Global,A69-9002-11536,ANIMAL,44.25905,-62.5947,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221678,A69-9002,11536
NSBS-LORENZA,NSBS,OTN-Global,A69-9002-11547,ANIMAL,44.25905,-62.5947,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221683,A69-9002,11547
NSBS-LORENZA,NSBS,OTN-Global,A69-9002-11546,ANIMAL,44.25905,-62.5947,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221683,A69-9002,11546
NSBS-NICOLE,NSBS,OTN-Global,A69-9002-11539,ANIMAL,44.25905,-62.5943,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221679,A69-9002,11539
NSBS-NICOLE,NSBS,OTN-Global,A69-9002-11538,ANIMAL,44.25905,-62.5943,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221679,A69-9002,11538
NSBS-PEYTON,NSBS,OTN-Global,A69-9002-11551,ANIMAL,44.26362,-63.00764,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221685,A69-9002,11551
NSBS-TINI,NSBS,OTN-Global,A69-9002-11549,ANIMAL,44.25894,-62.59801,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221684,A69-9002,11549
NSBS-TINI,NSBS,OTN-Global,A69-9002-11548,ANIMAL,44.25894,-62.59801,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221684,A69-9002,11548
NSBS-ALI,NSBS,OTN-Global,A69-9002-11531,ANIMAL,44.25894,-62.59801,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221675,A69-9002,11531
NSBS-ALI,NSBS,OTN-Global,A69-9002-11530,ANIMAL,44.25894,-62.59801,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221675,A69-9002,11530
NSBS-CAROLINA,NSBS,OTN-Global,A69-9002-11553,ANIMAL,44.25942,-62.59941,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221686,A69-9002,11553
NSBS-CAROLINA,NSBS,OTN-Global,A69-9002-11552,ANIMAL,44.25942,-62.59941,2015-07-17T03:00:00Z,2025-07-14T03:00:00Z,VEMCO,V16TP-6X,1221686,A69-9002,11552
NSBS-NAKIA,NSBS,OTN-Global,A69-9002-11543,ANIMAL,44.20837,-63.20585,2015-07-15T03:00:00Z,2025-07-12T03:00:00Z,VEMCO,V16TP-6X,1221681,A69-9002,11543
NSBS-NAKIA,NSBS,OTN-Global,A69-9002-11542,ANIMAL,44.20837,-63.20585,2015-07-15T03:00:00Z,2025-07-12T03:00:00Z,VEMCO,V16TP-6X,1221681,A69-9002,11542
NSBS-SWAANTJE,NSBS,OTN-Global,A69-9002-11541,ANIMAL,44.21995,-63.18294,2015-07-14T03:00:00Z,2025-07-11T03:00:00Z,VEMCO,V16TP-6X,1221680,A69-9002,11541
NSBS-Salty Dog,NSBS,OTN-Global,A69-9001-24397,ANIMAL,44.2276,-63.17982,2014-08-28T03:00:00Z,2024-08-25T03:00:00Z,VEMCO,V16-6X,1195881,A69-9001,24397
NSBS-SWAANTJE,NSBS,OTN-Global,A69-9002-11540,ANIMAL,44.21995,-63.18294,2015-07-14T03:00:00Z,2025-07-11T03:00:00Z,VEMCO,V16TP-6X,1221680,A69-9002,11540
NSBS-ELVIRE,NSBS,OTN-Global,A69-9002-11555,ANIMAL,44.21995,-63.18294,2015-07-14T03:00:00Z,2025-07-11T03:00:00Z,VEMCO,V16TP-6X,1221687,A69-9002,11555
NSBS-ELVIRE,NSBS,OTN-Global,A69-9002-11554,ANIMAL,44.21995,-63.18294,2015-07-14T03:00:00Z,2025-07-11T03:00:00Z,VEMCO,V16TP-6X,1221687,A69-9002,11554
NSBS-MOFFAT,NSBS,OTN-Global,A69-9002-11557,ANIMAL,44.21995,-63.18294,2015-07-14T03:00:00Z,2025-07-11T03:00:00Z,VEMCO,V16TP-6X,1221688,A69-9002,11557
NSBS-MOFFAT,NSBS,OTN-Global,A69-9002-11556,ANIMAL,44.21995,-63.18294,2015-07-14T03:00:00Z,2025-07-11T03:00:00Z,VEMCO,V16TP-6X,1221688,A69-9002,11556
NSBS-110451,NSBS,OTN-Global,110451,ANIMAL,44.2314,-63.1595,2014-09-26T03:00:00Z,2015-09-26T03:00:00Z,Wildlife Computers,MiniPAT,13P0257,110451,110451
NSBS-110448,NSBS,OTN-Global,110448,ANIMAL,44.1965,-63.1916,2014-09-26T03:00:00Z,2015-09-26T03:00:00Z,Wildlife Computers,MiniPAT,13P0256,110448,110448
NSBS-1248833,NSBS,OTN-Global,A69-9002-11278,ANIMAL,44.19798,-63.20588,2016-09-19T03:00:00Z,2026-09-17T03:00:00Z,VEMCO,V16TP-6X,1248833,A69-9002,11278
NSBS-1248833,NSBS,OTN-Global,A69-9002-11277,ANIMAL,44.19798,-63.20588,2016-09-19T03:00:00Z,2026-09-17T03:00:00Z,VEMCO,V16TP-6X,1248833,A69-9002,11277
NSBS-1248824,NSBS,OTN-Global,A69-9002-11260,ANIMAL,44.20622,-63.21124,2016-09-19T03:00:00Z,2026-09-17T03:00:00Z,VEMCO,V16TP-6X,1248824,A69-9002,11260
NSBS-1248824,NSBS,OTN-Global,A69-9002-11259,ANIMAL,44.20622,-63.21124,2016-09-19T03:00:00Z,2026-09-17T03:00:00Z,VEMCO,V16TP-6X,1248824,A69-9002,11259
