deployment_id,deployment_project_reference,datacenter_reference,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments
,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,
ASF-CB1-VR2-4287-2009,ASF,OTN-Global,VEMCO,VR2,4287,47.81503,-65.20863,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB1,123.83,74.72,NOT GIVEN 
ASF-CB1-VR2-4287-2010,ASF,OTN-Global,VEMCO,VR2,4287,47.81503,-65.20863,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB1,123.83,74.72,NOT GIVEN 
ASF-Cassilis 2-VR2-1574-2006,ASF,OTN-Global,VEMCO,VR2,1574,46.93438,-65.78328,2006-05-19T03:00:00Z,2007-03-01T04:00:00Z,ASF,ManmadePlatform,ASF_ASF-Cassilis 2,123.83,74.72,Found spring 2007
ASF-CB20-VR2W-103982-2009,ASF,OTN-Global,VEMCO,VR2W,103982,47.93477,-65.31815,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB20,123.83,74.72,NOT GIVEN 
ASF-CB21-VR2W-103135-2009,ASF,OTN-Global,VEMCO,VR2W,103135,47.94205,-65.32418,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB21,123.83,74.72,NOT GIVEN 
ASF-CB21-VR2W-103135-2010,ASF,OTN-Global,VEMCO,VR2W,103135,47.94205,-65.32418,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB21,123.83,74.72,NOT GIVEN 
ASF-CB22-VR2W-103136-2009,ASF,OTN-Global,VEMCO,VR2W,103136,47.9486,-65.33085,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB22,123.83,74.72,NOT GIVEN 
ASF-CB22-VR2W-103136-2010,ASF,OTN-Global,VEMCO,VR2W,103136,47.9486,-65.33085,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB22,123.83,74.72,NOT GIVEN 
ASF-CB23-VR2W-103137-2009,ASF,OTN-Global,VEMCO,VR2W,103137,47.95458,-65.33663,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB23,123.83,74.72,NOT GIVEN 
ASF-CB23-VR2W-103137-2010,ASF,OTN-Global,VEMCO,VR2W,103137,47.95458,-65.33663,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB23,123.83,74.72,NOT GIVEN 
ASF-CB24-VR2W-103140-2009,ASF,OTN-Global,VEMCO,VR2W,103140,47.96243,-65.34307,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB24,123.83,74.72,NOT GIVEN 
ASF-CB24-VR2W-103140-2010,ASF,OTN-Global,VEMCO,VR2W,103140,47.96243,-65.34307,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB24,123.83,74.72,NOT GIVEN 
ASF-CB25-VR2W-103120-2009,ASF,OTN-Global,VEMCO,VR2W,103120,47.96918,-65.34932,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB25,123.83,74.72,NOT GIVEN 
ASF-CB25-VR2W-103120-2010,ASF,OTN-Global,VEMCO,VR2W,103120,47.96918,-65.34932,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB25,123.83,74.72,NOT GIVEN 
ASF-CB26-VR2W-103139-2009,ASF,OTN-Global,VEMCO,VR2W,103139,47.97632,-65.35645,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB26,123.83,74.72,NOT GIVEN 
ASF-CB20-VR2W-104380-2010,ASF,OTN-Global,VEMCO,VR2W,104380,47.93477,-65.31815,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB20,123.83,74.72,NOT GIVEN 
ASF-CB28-VR2W-103119-2009,ASF,OTN-Global,VEMCO,VR2W,103119,47.99062,-65.36922,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB28,123.83,74.72,NOT GIVEN 
ASF-CB29-VR2W-103121-2009,ASF,OTN-Global,VEMCO,VR2W,103121,47.99728,-65.37537,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB29,123.83,74.72,NOT GIVEN 
ASF-CB29-VR2W-103121-2010,ASF,OTN-Global,VEMCO,VR2W,103121,47.99728,-65.37537,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB29,123.83,74.72,NOT GIVEN 
ASF-CB2-VR2-4288-2009,ASF,OTN-Global,VEMCO,VR2,4288,47.82103,-65.214,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB2,123.83,74.72,NOT GIVEN 
ASF-CB2-VR2-4288-2010,ASF,OTN-Global,VEMCO,VR2,4288,47.82103,-65.214,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB2,123.83,74.72,NOT GIVEN 
ASF-CB3-VR2-4290-2009,ASF,OTN-Global,VEMCO,VR2,4290,47.82633,-65.21888,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB3,123.83,74.72,NOT GIVEN 
ASF-CB3-VR2-4290-2010,ASF,OTN-Global,VEMCO,VR2,4290,47.82633,-65.21888,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB3,123.83,74.72,NOT GIVEN 
ASF-CB4-VR2-4293-2010,ASF,OTN-Global,VEMCO,VR2,4293,47.83153,-65.22368,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB4,123.83,74.72,NOT GIVEN 
ASF-CB5-VR2-4296-2009,ASF,OTN-Global,VEMCO,VR2,4296,47.83702,-65.22885,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB5,123.83,74.72,NOT GIVEN 
ASF-CB5-VR2-4296-2010,ASF,OTN-Global,VEMCO,VR2,4296,47.83702,-65.22885,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB5,123.83,74.72,NOT GIVEN 
ASF-CB6-VR2-4301-2009,ASF,OTN-Global,VEMCO,VR2,4301,47.84223,-65.23345,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB6,123.83,74.72,NOT GIVEN 
ASF-CB6-VR2-4301-2010,ASF,OTN-Global,VEMCO,VR2,4301,47.84223,-65.23345,2010-05-06T03:00:00Z,2010-06-27T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB6,123.83,74.72,NOT GIVEN 
ASF-CB7-VR2-4303-2009,ASF,OTN-Global,VEMCO,VR2,4303,47.84785,-65.23913,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB7,123.83,74.72,NOT GIVEN 
ASF-CB9-VR2-4313-2009,ASF,OTN-Global,VEMCO,VR2,4313,47.85897,-65.24855,2009-05-21T03:00:00Z,2009-07-15T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CB9,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 10-VR2-5018-2005,ASF,OTN-Global,VEMCO,VR2,5018,47.87753,-65.25943,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 10,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 10-VR2-5018-2006,ASF,OTN-Global,VEMCO,VR2,5018,47.87753,-65.25943,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 10,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 11-VR2-5019-2005,ASF,OTN-Global,VEMCO,VR2,5019,47.8855,-65.26765,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 11,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 11-VR2-5019-2006,ASF,OTN-Global,VEMCO,VR2,5019,47.8855,-65.26765,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 11,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 12-VR2-5021-2006,ASF,OTN-Global,VEMCO,VR2,5021,47.89292,-65.27652,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 12,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 13-VR2-5022-2006,ASF,OTN-Global,VEMCO,VR2,5022,47.90697,-65.29155,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 13,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 14-VR2-5022-2005,ASF,OTN-Global,VEMCO,VR2,5022,47.90697,-65.29158,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 14,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 14-VR2-5023-2006,ASF,OTN-Global,VEMCO,VR2,5023,47.90697,-65.29158,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 14,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 15-VR2-5023-2005,ASF,OTN-Global,VEMCO,VR2,5023,47.91288,-65.30103,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 15,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 15-VR2-5024-2006,ASF,OTN-Global,VEMCO,VR2,5024,47.91288,-65.30103,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 15,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 16-VR2-5024-2005,ASF,OTN-Global,VEMCO,VR2,5024,47.91292,-65.30105,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 16,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 16-VR2-5025-2006,ASF,OTN-Global,VEMCO,VR2,5025,47.91292,-65.30105,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 16,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 17-VR2-5025-2005,ASF,OTN-Global,VEMCO,VR2,5025,47.92055,-65.30977,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 17,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 17-VR2-5027-2006,ASF,OTN-Global,VEMCO,VR2,5027,47.92055,-65.30977,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 17,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 18-VR2-5028-2006,ASF,OTN-Global,VEMCO,VR2,5028,47.93515,-65.32567,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 18,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 19-VR2-5027-2005,ASF,OTN-Global,VEMCO,VR2,5027,47.94258,-65.33477,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 19,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 19-VR2-5029-2006,ASF,OTN-Global,VEMCO,VR2,5029,47.94258,-65.33477,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 19,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 1-VR2-4316-2006,ASF,OTN-Global,VEMCO,VR2,4316,47.821,-65.192,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 1,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 1-VR2-5009-2005,ASF,OTN-Global,VEMCO,VR2,5009,47.821,-65.192,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 1,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 20-VR2-5028-2005,ASF,OTN-Global,VEMCO,VR2,5028,47.95675,-65.35192,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 20,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 20-VR2-5030-2006,ASF,OTN-Global,VEMCO,VR2,5030,47.95675,-65.35192,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 20,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 21-VR2-5029-2005,ASF,OTN-Global,VEMCO,VR2,5029,47.9635,-65.35995,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 21,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 21-VR2-5031-2006,ASF,OTN-Global,VEMCO,VR2,5031,47.9635,-65.35995,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 21,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 22-VR2-5030-2005,ASF,OTN-Global,VEMCO,VR2,5030,47.97125,-65.36853,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 22,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 22-VR2-5032-2006,ASF,OTN-Global,VEMCO,VR2,5032,47.97125,-65.36853,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 22,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 23-VR2-5031-2005,ASF,OTN-Global,VEMCO,VR2,5031,47.97863,-65.37787,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 23,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 23-VR2-5033-2006,ASF,OTN-Global,VEMCO,VR2,5033,47.97863,-65.37787,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 23,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 24-VR2-5032-2005,ASF,OTN-Global,VEMCO,VR2,5032,47.98503,-65.3845,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 24,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 24-VR2-5034-2006,ASF,OTN-Global,VEMCO,VR2,5034,47.98503,-65.3845,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 24,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 25-VR2-5033-2005,ASF,OTN-Global,VEMCO,VR2,5033,47.9925,-65.39385,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 25,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 25-VR2-5035-2006,ASF,OTN-Global,VEMCO,VR2,5035,47.9925,-65.39385,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 25,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 26-VR2-5034-2005,ASF,OTN-Global,VEMCO,VR2,5034,47.9991,-65.40167,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 26,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 26-VR2-5036-2006,ASF,OTN-Global,VEMCO,VR2,5036,47.9991,-65.40167,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 26,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 27-VR2-2594-2006,ASF,OTN-Global,VEMCO,VR2,2594,47.819,-65.18933,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 27,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 28-VR2-2595-2006,ASF,OTN-Global,VEMCO,VR2,2595,47.81983,-65.16333,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 28,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 2-VR2-5009-2006,ASF,OTN-Global,VEMCO,VR2,5009,47.8279,-65.20037,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 2,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 2-VR2-5010-2005,ASF,OTN-Global,VEMCO,VR2,5010,47.8279,-65.20037,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 2,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 3-VR2-5010-2006,ASF,OTN-Global,VEMCO,VR2,5010,47.83525,-65.2091,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 3,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 3-VR2-5011-2005,ASF,OTN-Global,VEMCO,VR2,5011,47.83525,-65.2091,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 3,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 4-VR2-5011-2006,ASF,OTN-Global,VEMCO,VR2,5011,47.83525,-65.20908,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 4,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 4-VR2-5012-2005,ASF,OTN-Global,VEMCO,VR2,5012,47.83525,-65.20908,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 4,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 5-VR2-5012-2006,ASF,OTN-Global,VEMCO,VR2,5012,47.84783,-65.22498,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 5,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 5-VR2-5013-2005,ASF,OTN-Global,VEMCO,VR2,5013,47.84783,-65.22498,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 5,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 6-VR2-5013-2006,ASF,OTN-Global,VEMCO,VR2,5013,47.85532,-65.23278,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 6,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 6-VR2-5014-2005,ASF,OTN-Global,VEMCO,VR2,5014,47.85532,-65.23278,2005-05-28T03:00:00Z,2005-07-16T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 6,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 7REPLACE-VR2-3337-2006,ASF,OTN-Global,VEMCO,VR2,3337,47.86367,-65.24217,2006-06-15T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 7REPLACE,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 7-VR2-5014-2006,ASF,OTN-Global,VEMCO,VR2,5014,47.86488,-65.24403,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 7,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 7-VR2-5015-2005,ASF,OTN-Global,VEMCO,VR2,5015,47.86488,-65.24403,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 7,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 8-VR2-5015-2006,ASF,OTN-Global,VEMCO,VR2,5015,47.8649,-65.244,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 8,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 8-VR2-5016-2005,ASF,OTN-Global,VEMCO,VR2,5016,47.8649,-65.244,2005-05-28T03:00:00Z,2005-07-09T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 8,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 9-VR2-5016-2006,ASF,OTN-Global,VEMCO,VR2,5016,47.87087,-65.2501,2006-06-01T03:00:00Z,2006-09-11T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 9,123.83,74.72,NOT GIVEN 
ASF-Chaleur Bay 9-VR2-5017-2005,ASF,OTN-Global,VEMCO,VR2,5017,47.87087,-65.2501,2005-05-28T03:00:00Z,2005-11-02T04:00:00Z,ASF,ManmadePlatform,ASF_ASF-Chaleur Bay 9,123.83,74.72,NOT GIVEN 
ASF-CHBAY-10-VR2-4301-2007,ASF,OTN-Global,VEMCO,VR2,4301,47.86538,-65.25478,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-10,76.923,74.72,NOT GIVEN 
ASF-CHBAY-11-VR2-4303-2007,ASF,OTN-Global,VEMCO,VR2,4303,47.8724,-65.26112,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-11,73.846,74.72,NOT GIVEN 
ASF-CHBAY-12-VR2-4304-2007,ASF,OTN-Global,VEMCO,VR2,4304,47.87932,-65.2675,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-12,72.308,74.72,NOT GIVEN 
ASF-CHBAY-13-VR2-4305-2007,ASF,OTN-Global,VEMCO,VR2,4305,47.88623,-65.2738,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-13,73.846,74.72,NOT GIVEN 
ASF-CHBAY-14-VR2-4306-2007,ASF,OTN-Global,VEMCO,VR2,4306,47.8932,-65.28017,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-14,73.846,74.72,NOT GIVEN 
ASF-CHBAY-15-VR2-4307-2007,ASF,OTN-Global,VEMCO,VR2,4307,47.90028,-65.28652,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-15,73.846,74.72,NOT GIVEN 
ASF-CHBAY-16-VR2-4308-2007,ASF,OTN-Global,VEMCO,VR2,4308,47.9072,-65.29288,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-16,73.846,74.72,NOT GIVEN 
ASF-CHBAY-17-VR2-4309-2007,ASF,OTN-Global,VEMCO,VR2,4309,47.91418,-65.29917,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-17,73.846,74.72,NOT GIVEN 
ASF-CHBAY-18-VR2-4311-2007,ASF,OTN-Global,VEMCO,VR2,4311,47.92093,-65.30542,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-18,73.846,74.72,NOT GIVEN 
ASF-CHBAY-19-VR2-4312-2007,ASF,OTN-Global,VEMCO,VR2,4312,47.92785,-65.3117,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-19,69.231,74.72,NOT GIVEN 
ASF-CHBAY-1-VR2-4287-2007,ASF,OTN-Global,VEMCO,VR2,4287,47.81527,-65.20925,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-1,8,74.72,NOT GIVEN 
ASF-CHBAY-20-VR2-4313-2007,ASF,OTN-Global,VEMCO,VR2,4313,47.93477,-65.318,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-20,66.154,74.72,NOT GIVEN 
ASF-CHBAY-21-VR2-4314-2007,ASF,OTN-Global,VEMCO,VR2,4314,47.94175,-65.32438,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-21,61.538,74.72,NOT GIVEN 
ASF-CHBAY-22-VR2-4316-2007,ASF,OTN-Global,VEMCO,VR2,4316,47.9486,-65.33075,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-22,58.461,74.72,NOT GIVEN 
ASF-CHBAY-23-VR2-5009-2007,ASF,OTN-Global,VEMCO,VR2,5009,47.9552,-65.33678,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-23,52.308,74.72,NOT GIVEN 
ASF-CHBAY-24-VR2-5010-2007,ASF,OTN-Global,VEMCO,VR2,5010,47.9854,-65.38548,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-24,123.83,74.72,NOT GIVEN 
ASF-CHBAY-25-VR2-5011-2007,ASF,OTN-Global,VEMCO,VR2,5011,47.99242,-65.3938,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-25,123.83,74.72,NOT GIVEN 
ASF-CHBAY-26-VR2-5012-2007,ASF,OTN-Global,VEMCO,VR2,5012,47.99925,-65.401,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-26,40,74.72,NOT GIVEN 
ASF-CHBAY-27-VR2-5013-2007,ASF,OTN-Global,VEMCO,VR2,5013,47.8105,-65.22328,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-27,30.769,74.72,NOT GIVEN 
ASF-CHBAY-28-VR2-5016-2007,ASF,OTN-Global,VEMCO,VR2,5016,47.81895,-65.22823,2007-05-27T03:00:00Z,2007-08-10T03:00:00Z,ASF,ManmadePlatform,ASF_ASF-CHBAY-28,18.461,74.72,NOT GIVEN 
