platform_reference_id,platform_project_reference,datacenter_reference,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,degrees_north,degrees_east
MAL01-A,V2LMAL,OTN-Global,Underwater mooring,5.5,MAL01-A,46.547,-63.8513
MAL02,V2LMAL,OTN-Global,Underwater mooring,7.3,MAL02,46.5371,-63.7705
MAL02-A,V2LMAL,OTN-Global,Underwater mooring,7.3,MAL02-A,46.5463,-63.8485
MAL03,V2LMAL,OTN-Global,Underwater mooring,7.6,MAL03,46.5384,-63.7694
MAL03-A,V2LMAL,OTN-Global,Underwater mooring,6.7,MAL03-A,46.5487,-63.8516
MAL04,V2LMAL,OTN-Global,Underwater mooring,5.6,MAL04,46.5394,-63.7671
MAL04-A,V2LMAL,OTN-Global,Underwater mooring,7,MAL04-A,46.548,-63.8488
MAL05,V2LMAL,OTN-Global,Underwater mooring,5.3,MAL05,46.5334,-63.7741
MAL06,V2LMAL,OTN-Global,Underwater mooring,6.9,MAL06,46.535,-63.7715
MAL06-A,V2LMAL,OTN-Global,Underwater mooring,6.4,MAL06-A,46.5507,-63.8519
MAL07,V2LMAL,OTN-Global,Underwater mooring,8.1,MAL07,46.5363,-63.7691
MAL07-A,V2LMAL,OTN-Global,Underwater mooring,7.6,MAL07-A,46.55,-63.8492
MAL08,V2LMAL,OTN-Global,Underwater mooring,5.2,MAL08,46.5375,-63.7668
MAL08-A,V2LMAL,OTN-Global,Underwater mooring,7.6,MAL08-A,46.5491,-63.8465
MAL09,V2LMAL,OTN-Global,Underwater mooring,4.3,MAL09,46.5386,-63.7644
MAL09-A,V2LMAL,OTN-Global,Underwater mooring,7.6,MAL09-A,46.5486,-63.8442
MAL10,V2LMAL,OTN-Global,Underwater mooring,5.1,MAL10,46.5333,-63.7713
MAL10-A,V2LMAL,OTN-Global,Underwater mooring,5.2,MAL10-A,46.552,-63.8495
MAL11,V2LMAL,OTN-Global,Underwater mooring,8.3,MAL11,46.5341,-63.7689
MAL11-A,V2LMAL,OTN-Global,Underwater mooring,6.4,MAL11-A,46.5512,-63.8468
MAL12,V2LMAL,OTN-Global,Underwater mooring,6.4,MAL12,46.5355,-63.7664
MAL12-A,V2LMAL,OTN-Global,Underwater mooring,7.3,MAL12-A,46.5505,-63.8445
MAL13,V2LMAL,OTN-Global,Underwater mooring,3.7,MAL13,46.5366,-63.7641
MAL13-A,V2LMAL,OTN-Global,Underwater mooring,9.1,MAL13-A,46.5498,-63.8419
MAL14,V2LMAL,OTN-Global,Underwater mooring,3.7,MAL14,46.5309,-63.7712
MAL14-A,V2LMAL,OTN-Global,Underwater mooring,5.2,MAL14-A,46.5491,-63.8392
MAL15,V2LMAL,OTN-Global,Underwater mooring,4.9,MAL15,46.5321,-63.7688
MAL15-A,V2LMAL,OTN-Global,Underwater mooring,5.5,MAL15-A,46.5479,-63.8415
MAL16,V2LMAL,OTN-Global,Underwater mooring,8.5,MAL16,46.5334,-63.7664
MAL16-A,V2LMAL,OTN-Global,Underwater mooring,7,MAL16-A,46.5465,-63.8435
MAL17,V2LMAL,OTN-Global,Underwater mooring,3.7,MAL17,46.5346,-63.7638
MAL17-A,V2LMAL,OTN-Global,Underwater mooring,7.6,MAL17-A,46.5456,-63.8458
MAL18,V2LMAL,OTN-Global,Underwater mooring,5.6,MAL18,46.5346,-63.7761
MAL18-A,V2LMAL,OTN-Global,Underwater mooring,6.4,MAL18-A,46.5472,-63.8387
MAL19,V2LMAL,OTN-Global,Underwater mooring,3.5,MAL19,46.53,-63.7687
MAL19-A,V2LMAL,OTN-Global,Underwater mooring,7.3,MAL19-A,46.5458,-63.8409
MAL20,V2LMAL,OTN-Global,Underwater mooring,6.3,MAL20,46.5312,-63.7661
MAL20-A,V2LMAL,OTN-Global,Underwater mooring,6.7,MAL20-A,46.5449,-63.8431
MAL21,V2LMAL,OTN-Global,Underwater mooring,9,MAL21,46.5325,-63.7637
MAL22,V2LMAL,OTN-Global,Underwater mooring,4.6,MAL22,46.5336,-63.7613
MAL23,V2LMAL,OTN-Global,Underwater mooring,4.4,MAL23,46.5322,-63.7734
MAL24,V2LMAL,OTN-Global,Underwater mooring,4.1,MAL24,46.5291,-63.7662
MAL25,V2LMAL,OTN-Global,Underwater mooring,7.5,MAL25,46.5303,-63.7636
MAL26,V2LMAL,OTN-Global,Underwater mooring,7,MAL26,46.5307,-63.7612
MAL27,V2LMAL,OTN-Global,Underwater mooring,4.9,MAL27,46.5326,-63.7587
MAL28,V2LMAL,OTN-Global,Underwater mooring,3.7,MAL28,46.5272,-63.7658
MAL29,V2LMAL,OTN-Global,Underwater mooring,6.5,MAL29,46.5283,-63.7635
MAL30,V2LMAL,OTN-Global,Underwater mooring,6.7,MAL30,46.5295,-63.7609
MAL31,V2LMAL,OTN-Global,Underwater mooring,6.1,MAL31,46.5306,-63.7586
MAL32,V2LMAL,OTN-Global,Underwater mooring,3.8,MAL32,46.5252,-63.7656
MAL33,V2LMAL,OTN-Global,Underwater mooring,6.1,MAL33,46.5264,-63.7632
MAL34,V2LMAL,OTN-Global,Underwater mooring,6.4,MAL34,46.5275,-63.7609
MAL35,V2LMAL,OTN-Global,Underwater mooring,5.8,MAL35,46.5287,-63.7586
MAL36,V2LMAL,OTN-Global,Underwater mooring,5.5,MAL36,46.5296,-63.7561
MAL37,V2LMAL,OTN-Global,Underwater mooring,4.4,MAL37,46.5233,-63.7653
MAL38,V2LMAL,OTN-Global,Underwater mooring,5.7,MAL38,46.5244,-63.763
MAL39,V2LMAL,OTN-Global,Underwater mooring,5.8,MAL39,46.5255,-63.7606
MAL40,V2LMAL,OTN-Global,Underwater mooring,5.8,MAL40,46.5266,-63.7582
MAL41,V2LMAL,OTN-Global,Underwater mooring,6,MAL41,46.5277,-63.7558
MAL42,V2LMAL,OTN-Global,Underwater mooring,5.5,MAL42,46.5289,-63.7535
MAL43,V2LMAL,OTN-Global,Underwater mooring,5.3,MAL43,46.5226,-63.7629
MAL44,V2LMAL,OTN-Global,Underwater mooring,5.5,MAL44,46.5236,-63.7605
MAL45,V2LMAL,OTN-Global,Underwater mooring,5.6,MAL45,46.5247,-63.7581
MAL46,V2LMAL,OTN-Global,Underwater mooring,5.8,MAL46,46.5258,-63.7557
MAL47,V2LMAL,OTN-Global,Underwater mooring,5.5,MAL47,46.5268,-63.7533
MAL11,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL11,46.5162,-63.7483
MAL12,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL12,46.516,-63.7455
MAL13,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL13,46.5174,-63.7431
MAL14,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL14,46.5191,-63.7411
MAL15,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL15,46.5213,-63.7414
MAL16,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL16,46.5237,-63.7416
MAL17,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL17,46.5256,-63.7428
MAL18,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL18,46.527,-63.7453
MAL19,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL19,46.5294,-63.7459
MAL20,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL20,46.5308,-63.7483
MAL21,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL21,46.5321,-63.7507
MAL22,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL22,46.532,-63.7539
MAL23,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL23,46.532,-63.7573
MAL24,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL24,46.532,-63.7608
MAL25,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL25,46.5319,-63.7643
MAL26,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL26,46.5301,-63.7628
MAL27,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL27,46.5288,-63.7627
MAL28,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL28,46.5267,-63.7631
MAL29,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL29,46.5249,-63.7625
MAL30,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL30,46.5225,-63.7622
MAL31,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL31,46.5206,-63.761
MAL32,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL32,46.5198,-63.7581
MAL33,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL33,46.519,-63.7558
MAL34,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL34,46.5187,-63.7526
MAL35,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL35,46.5184,-63.7496
MAL36,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL36,46.5182,-63.7462
MAL37,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL37,46.5196,-63.744
MAL38,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL38,46.5219,-63.7441
MAL39,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL39,46.5239,-63.745
MAL40,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL40,46.5254,-63.7472
MAL41,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL41,46.5277,-63.7481
MAL42,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL42,46.5293,-63.7497
MAL43,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL43,46.5303,-63.753
MAL44,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL44,46.5303,-63.7554
MAL45,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL45,46.5303,-63.7591
MAL01,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL01,46.5304,-63.766
MAL02,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL02,46.5283,-63.7655
MAL03,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL03,46.5261,-63.7651
MAL04,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL04,46.5242,-63.765
MAL05,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL05,46.5214,-63.7645
MAL06,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL06,46.5193,-63.7635
MAL07,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL07,46.5184,-63.7607
MAL08,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL08,46.5174,-63.7579
MAL09,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL09,46.5175,-63.7548
MAL10,V2LMAL1,OTN-Global,Underwater mooring,4.5,MAL10,46.5164,-63.7514
V2LNR041-2015,V2LNR,OTN-Global,Underwater mooring,500,V2LNR041-2015,65.1316,12.5145
V2LNR042-2015,V2LNR,OTN-Global,Underwater mooring,300,V2LNR042-2015,65.1269,12.5177
V2LNR043-2015,V2LNR,OTN-Global,Underwater mooring,120,V2LNR043-2015,65.1348,12.567
V2LNR044-2015,V2LNR,OTN-Global,Underwater mooring,30,V2LNR044-2015,65.1346,12.5825
V2LNR001,V2LNR,OTN-Global,Underwater mooring,3,V2LNR001,63.287,9.07
V2LNR002,V2LNR,OTN-Global,Underwater mooring,3,V2LNR002,63.287,9.073
V2LNR003,V2LNR,OTN-Global,Underwater mooring,3,V2LNR003,63.293,9.089
V2LNR004,V2LNR,OTN-Global,Underwater mooring,3,V2LNR004,63.294,9.09
V2LNR005,V2LNR,OTN-Global,Underwater mooring,3,V2LNR005,63.297,9.084
V2LNR006,V2LNR,OTN-Global,Underwater mooring,20,V2LNR006,63.295,9.11
V2LNR007,V2LNR,OTN-Global,Underwater mooring,30,V2LNR007,63.296,9.104
V2LNR008,V2LNR,OTN-Global,Underwater mooring,35,V2LNR008,63.299,9.1
V2LNR009,V2LNR,OTN-Global,Underwater mooring,35,V2LNR009,63.3,9.094
V2LNR010,V2LNR,OTN-Global,Underwater mooring,15,V2LNR010,63.3,9.124
V2LNR011,V2LNR,OTN-Global,Underwater mooring,3,V2LNR011,63.308,9.131
V2LNR012,V2LNR,OTN-Global,Underwater mooring,32,V2LNR012,63.308,9.125
V2LNR013,V2LNR,OTN-Global,Underwater mooring,15,V2LNR013,63.319,9.142
V2LNR014,V2LNR,OTN-Global,Underwater mooring,15,V2LNR014,63.32,9.146
V2LNR015,V2LNR,OTN-Global,Underwater mooring,3,V2LNR015,63.317,9.149
V2LNR016,V2LNR,OTN-Global,Underwater mooring,10,V2LNR016,63.32,9.155
V2LNR017,V2LNR,OTN-Global,Underwater mooring,30,V2LNR017,63.323,9.171
V2LNR018,V2LNR,OTN-Global,Underwater mooring,50,V2LNR018,63.334,9.178
V2LNR019,V2LNR,OTN-Global,Underwater mooring,50,V2LNR019,63.331,9.124
V2LNR020,V2LNR,OTN-Global,Underwater mooring,30,V2LNR020,63.349,9.15
V2LNR021,V2LNR,OTN-Global,Underwater mooring,70,V2LNR021,63.352,9.161
V2LNR022,V2LNR,OTN-Global,Underwater mooring,50,V2LNR022,63.355,9.174
V2LNR023,V2LNR,OTN-Global,Underwater mooring,30,V2LNR023,63.407,9.18
V2LNR024,V2LNR,OTN-Global,Underwater mooring,390,V2LNR024,63.407,9.167
V2LNR025,V2LNR,OTN-Global,Underwater mooring,370,V2LNR025,63.407,9.157
V2LNR026,V2LNR,OTN-Global,Underwater mooring,300,V2LNR026,63.407,9.153
V2LNR027,V2LNR,OTN-Global,Underwater mooring,50,V2LNR027,63.406,9.148
V2LNR028,V2LNR,OTN-Global,Underwater mooring,50,V2LNR028,63.419,9.181
V2LNR029,V2LNR,OTN-Global,Underwater mooring,350,V2LNR029,63.419,9.173
V2LNR030,V2LNR,OTN-Global,Underwater mooring,350,V2LNR030,63.419,9.165
V2LNR031,V2LNR,OTN-Global,Underwater mooring,300,V2LNR031,63.419,9.154
V2LNR032,V2LNR,OTN-Global,Underwater mooring,30,V2LNR032,63.418,9.144
V2LNR033,V2LNR,OTN-Global,Underwater mooring,40,V2LNR033,63.388,9.233
V2LNR034,V2LNR,OTN-Global,Underwater mooring,3,V2LNR034,63.328,9.234
V2LNR035,V2LNR,OTN-Global,Underwater mooring,18,V2LNR035,63.333,9.234
V2LNR036,V2LNR,OTN-Global,Underwater mooring,50,V2LNR036,63.363,9.302
V2LNR037,V2LNR,OTN-Global,Underwater mooring,100,V2LNR037,63.365,9.301
V2LNR038,V2LNR,OTN-Global,Underwater mooring,100,V2LNR038,63.371,9.301
V2LNR039,V2LNR,OTN-Global,Underwater mooring,10,V2LNR039,63.368,9.383
V2LNR040,V2LNR,OTN-Global,Underwater mooring,170,V2LNR040,63.38,9.444
V2LNR041,V2LNR,OTN-Global,Underwater mooring,100,V2LNR041,63.384,9.444
V2LNR042,V2LNR,OTN-Global,Underwater mooring,20,V2LNR042,63.392,9.491
V2LNR043,V2LNR,OTN-Global,Underwater mooring,20,V2LNR043,63.395,9.487
V2LNR044,V2LNR,OTN-Global,Underwater mooring,3,V2LNR044,63.39905,9.50779
V2LNR045,V2LNR,OTN-Global,Underwater mooring,3,V2LNR045,63.40054,9.49703
V2LNR046,V2LNR,OTN-Global,Underwater mooring,3,V2LNR046,63.39238,9.23327
V2LNR047,V2LNR,OTN-Global,Underwater mooring,3,V2LNR047,63.23647,9.0436
V2LNR048,V2LNR,OTN-Global,Underwater mooring,3,V2LNR048,63.26156,9.01861
V2LNR049,V2LNR,OTN-Global,Underwater mooring,10,V2LNR049,63.2907,9.0916
V2LNR050,V2LNR,OTN-Global,Underwater mooring,50,V2LNR050,63.406,9.148
V2LNR051,V2LNR,OTN-Global,Underwater mooring,10,V2LNR051,63.2933,9.0907
V2LNR052,V2LNR,OTN-Global,Underwater mooring,40,V2LNR052,63.2885,9.0976
V2LNR053,V2LNR,OTN-Global,Underwater mooring,40,V2LNR053,63.3885,9.4887
V2LNR054,V2LNR,OTN-Global,Underwater mooring,3,V2LNR054,63.2365,9.0436
V2LNR055,V2LNR,OTN-Global,Underwater mooring,3,V2LNR055,63.2616,9.0186
V2LNR060,V2LNR,OTN-Global,Underwater mooring,3,V2LNR060,63.2906,9.087
V2LNR061,V2LNR,OTN-Global,Underwater mooring,3,V2LNR061,63.2906,9.0917
V2LNR062,V2LNR,OTN-Global,Underwater mooring,3,V2LNR062,63.2886,9.0789
V2LNR045-2015,V2LNR,OTN-Global,Underwater mooring,325,V2LNR045-2015,65.1972,12.6873
V2LNR046-2015,V2LNR,OTN-Global,Underwater mooring,430,V2LNR046-2015,65.1949,12.6953
V2LNR052-2015,V2LNR,OTN-Global,Underwater mooring,42,V2LNR052-2015,65.3164,12.9156
V2LNR047-2015,V2LNR,OTN-Global,Underwater mooring,320,V2LNR047-2015,65.1931,12.7039
V2LNR053-2015,V2LNR,OTN-Global,Underwater mooring,25,V2LNR053-2015,65.3152,12.9215
V2LNR049-2015,V2LNR,OTN-Global,Underwater mooring,181,V2LNR049-2015,65.2182,12.7725
V2LNR050-2015,V2LNR,OTN-Global,Underwater mooring,133,V2LNR050-2015,65.2414,12.805
V2LNR001-2015,V2LNR,OTN-Global,Underwater mooring,90,V2LNR001-2015,65.2156,12.2204
V2LNR003-2015,V2LNR,OTN-Global,Underwater mooring,300,V2LNR003-2015,65.2219,12.2336
V2LNR005-2015,V2LNR,OTN-Global,Underwater mooring,20,V2LNR005-2015,65.2291,12.2498
V2LNR006-2015,V2LNR,OTN-Global,Underwater mooring,148,V2LNR006-2015,65.1565,12.3034
V2LNR007-2015,V2LNR,OTN-Global,Underwater mooring,443,V2LNR007-2015,65.1568,12.3146
V2LNR008-2015,V2LNR,OTN-Global,Underwater mooring,403,V2LNR008-2015,65.1533,12.3272
V2LNR011-2015,V2LNR,OTN-Global,Underwater mooring,31,V2LNR011-2015,65.1403,12.2885
V2LNR012-2015,V2LNR,OTN-Global,Underwater mooring,214,V2LNR012-2015,65.1372,12.2948
V2LNR013-2015,V2LNR,OTN-Global,Underwater mooring,230,V2LNR013-2015,65.134,12.3002
V2LNR014-2015,V2LNR,OTN-Global,Underwater mooring,60,V2LNR014-2015,65.1421,12.341
V2LNR016-2015,V2LNR,OTN-Global,Underwater mooring,100,V2LNR016-2015,65.1366,12.4509
V2LNR017-2015,V2LNR,OTN-Global,Underwater mooring,100,V2LNR017-2015,65.1342,12.449
V2LNR018-2015,V2LNR,OTN-Global,Underwater mooring,60,V2LNR018-2015,65.2786,12.838
V2LNR019-2015,V2LNR,OTN-Global,Underwater mooring,423,V2LNR019-2015,65.2767,12.8463
V2LNR020-2015,V2LNR,OTN-Global,Underwater mooring,200,V2LNR020-2015,65.2748,12.8554
V2LNR026-2015,V2LNR,OTN-Global,Underwater mooring,20,V2LNR026-2015,65.3089,12.9256
V2LNR028-2015,V2LNR,OTN-Global,Underwater mooring,47,V2LNR028-2015,65.0849,12.3077
V2LNR029-2015,V2LNR,OTN-Global,Underwater mooring,43,V2LNR029-2015,65.0829,12.3148
V2LNR030-2015,V2LNR,OTN-Global,Underwater mooring,41,V2LNR030-2015,65.0803,12.3234
V2LNR031-2015,V2LNR,OTN-Global,Underwater mooring,17,V2LNR031-2015,65.092,12.3991
V2LNR032-2015,V2LNR,OTN-Global,Underwater mooring,30,V2LNR032-2015,65.0945,12.4015
V2LNR033-2015,V2LNR,OTN-Global,Underwater mooring,180,V2LNR033-2015,65.1014,12.3993
V2LNR034-2015,V2LNR,OTN-Global,Underwater mooring,257,V2LNR034-2015,65.1061,12.3991
V2LNR035-2015,V2LNR,OTN-Global,Underwater mooring,70,V2LNR035-2015,65.1109,12.3998
V2LNR036-2015,V2LNR,OTN-Global,Underwater mooring,100,V2LNR036-2015,65.1041,12.4159
V2LNR037-2015,V2LNR,OTN-Global,Underwater mooring,150,V2LNR037-2015,65.1134,12.4539
V2LNR038-2015,V2LNR,OTN-Global,Underwater mooring,38,V2LNR038-2015,65.329,12.9406
V2LNR039-2015,V2LNR,OTN-Global,Underwater mooring,150,V2LNR039-2015,65.1065,12.4357
V2LNR040-2015,V2LNR,OTN-Global,Underwater mooring,250,V2LNR040-2015,65.1372,12.5088
V2LNR051-2015,V2LNR,OTN-Global,Underwater mooring,100,V2LNR051-2015,65.2483,12.8171
V2LNR055-2015,V2LNR,OTN-Global,Underwater mooring,90,V2LNR055-2015,65.0642,12.0922
V2LNR056-2015,V2LNR,OTN-Global,Underwater mooring,5,V2LNR056-2015,65.0659,12.0532
V2LNR060-2015,V2LNR,OTN-Global,Underwater mooring,1.5,V2LNR060-2015,65.1342,12.5879
V2LNR061-2015,V2LNR,OTN-Global,Underwater mooring,2,V2LNR061-2015,65.1346,12.5907
V2LNR062-2015,V2LNR,OTN-Global,Underwater mooring,2,V2LNR062-2015,65.1345,12.6435
V2LNR063-2015,V2LNR,OTN-Global,Underwater mooring,4,V2LNR063-2015,65.0644,12.4765
V2LNR064-2015,V2LNR,OTN-Global,Underwater mooring,5,V2LNR064-2015,65.0699,12.4876
V2LNR065-2015,V2LNR,OTN-Global,Underwater mooring,15,V2LNR065-2015,65.0726,12.4869
V2LNR066-2015,V2LNR,OTN-Global,Underwater mooring,15,V2LNR066-2015,65.0758,12.4981
V2LNR067-2015,V2LNR,OTN-Global,Underwater mooring,40,V2LNR067-2015,65.0814,12.4557
V2LNR068-2015,V2LNR,OTN-Global,Underwater mooring,36,V2LNR068-2015,65.0834,12.4624
V2LNR069-2015,V2LNR,OTN-Global,Underwater mooring,80,V2LNR069-2015,65.0966,12.4766
V2LNR070-2015,V2LNR,OTN-Global,Underwater mooring,3,V2LNR070-2015,65.0385,12.6695
V2LNR071-2015,V2LNR,OTN-Global,Underwater mooring,3,V2LNR071-2015,65.014,12.7225
V2LNR072-2015,V2LNR,OTN-Global,Underwater mooring,2,V2LNR072-2015,65.0389,12.5325
V2LNR072,V2LNR,OTN-Global,Underwater mooring,2,V2LNR072,65.0389,12.5325
V2LNR082,V2LNR,OTN-Global,Underwater mooring,20,V2LNR082,65.25,12.428
V2LNR073,V2LNR,OTN-Global,Underwater mooring,15,V2LNR073,65.1317,12.5762
V2LNR083,V2LNR,OTN-Global,Underwater mooring,25,V2LNR083,65.25,12.428
V2LNR074,V2LNR,OTN-Global,Underwater mooring,1,V2LNR074,65.1273,12.5685
V2LNR057,V2LNR,OTN-Global,Underwater mooring,2,V2LNR057,65.3291,12.9615
V2LNR057-2015,V2LNR,OTN-Global,Underwater mooring,2,V2LNR057-2015,65.3291,12.9615
V2LNR075,V2LNR,OTN-Global,Underwater mooring,16,V2LNR075,65.2689,12.4245
V2LNR076,V2LNR,OTN-Global,Underwater mooring,38,V2LNR076,65.2165,12.7873
V2LNR077,V2LNR,OTN-Global,Underwater mooring,100,V2LNR077,65.1903,12.6618
V2LNR078,V2LNR,OTN-Global,Underwater mooring,100,V2LNR078,65.1962,12.6816
V2LNR079,V2LNR,OTN-Global,Underwater mooring,70,V2LNR079,65.0879,12.4792
V2LNR080,V2LNR,OTN-Global,Underwater mooring,40,V2LNR080,65.0991,12.4658
V2LNR081,V2LNR,OTN-Global,Underwater mooring,16,V2LNR081,65.16,12.6535
V2LNR084,V2LNR,OTN-Global,Underwater mooring,15,V2LNR084,65.1971,12.4638
V2LNR085,V2LNR,OTN-Global,Underwater mooring,5,V2LNR085,65.1342,12.6311
V2LNR086,V2LNR,OTN-Global,Underwater mooring,32,V2LNR086,65.2025,12.6935
V2LPMQ001,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ001,45.0779,-67.0926
V2LPMQ002,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ002,45.0584,-67.0283
V2LPMQ003,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ003,45.0563,-66.928
V2LPMQ004,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ004,45.0346,-66.9332
V2LPMQ005,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ005,45.0279,-66.9071
V2LPMQ006,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ006,45.0206,-66.8978
V2LPMQ007,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ007,45.0247,-66.8708
V2LPMQ008,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ008,45.0072,-66.8549
V2LPMQ009,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ009,44.9811,-66.9157
V2LPMQ010,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ010,44.9686,-67.0226
V2LPMQ011,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ011,44.9674,-67.0365
V2LPMQ012,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ012,44.8861,-66.9904
V2LPMQ013,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ013,44.8698,-66.9828
V2LPMQ014,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ014,44.8272,-66.963
V2LPMQ015,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ015,44.8281,-66.9314
V2LPMQ016,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ016,44.8102,-66.9406
V2LPMQ017,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ017,44.8098,-66.94
V2LPMQ018,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ018,44.8058,-66.935
V2LPMQ019,V2LPMQ,OTN-Global,Underwater mooring,135.26,V2LPMQ019,44.8008,-66.93
RIC01,V2LRIC,OTN-Global,Underwater mooring,6,RIC01,46.5516,-63.8482
RIC02,V2LRIC,OTN-Global,Underwater mooring,6,RIC02,46.5508,-63.8453
RIC03,V2LRIC,OTN-Global,Underwater mooring,6,RIC03,46.55,-63.8502
RIC04,V2LRIC,OTN-Global,Underwater mooring,6,RIC04,46.5494,-63.848
RIC05,V2LRIC,OTN-Global,Underwater mooring,6,RIC05,46.549,-63.8453
RIC06,V2LRIC,OTN-Global,Underwater mooring,6,RIC06,46.5479,-63.8506
RIC07,V2LRIC,OTN-Global,Underwater mooring,6,RIC07,46.5469,-63.8476
SBERS001,V2LSBERS,OTN-Global,Underwater mooring,24.3,SBERS001,45.991316,-59.209243
N102,V2LSCF,OTN-Global,Underwater mooring,135.26,N102,46.16548,-59.25893
N103,V2LSCF,OTN-Global,Underwater mooring,135.26,N103,46.16934,-59.24744
V2LSCF-N12,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N12,46.2195,-59.0943
V2LSCF-N1,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N1,46.1773,-59.2237
V2LSCF-N10,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N10,46.2118,-59.1178
V2LSCF-N11,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N11,46.2157,-59.1062
V2LSCF-N13,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N13,46.2233,-59.0827
V2LSCF-N2,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N2,46.1812,-59.2118
V2LSCF-N3,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N3,46.185,-59.2002
V2LSCF-N4,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N4,46.1888,-59.1883
V2LSCF-N5,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N5,46.1927,-59.1767
V2LSCF-N6,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N6,46.1965,-59.1648
V2LSCF-N7,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N7,46.2003,-59.1532
V2LSCF-N8,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N8,46.2042,-59.1413
V2LSCF-N9,V2LSCF,OTN-Global,Underwater mooring,135.26,V2LSCF-N9,46.208,-59.1297
